,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,Month
7868,TXN_4228838,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-09-22,2023-09
7871,TXN_1272118,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-04-21,2023-04
7872,TXN_4060215,Salad,3.0,5.0,15.0,Credit Card,In-store,2023-01-12,2023-01
7873,TXN_2569119,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-08-04,2023-08
7875,TXN_7992512,Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-07-17,2023-07
7879,TXN_2417271,Tea,4.0,1.5,6.0,Credit Card,Takeaway,2023-02-01,2023-02
7882,TXN_9425096,Smoothie,5.0,4.0,20.0,Credit Card,In-store,2023-06-12,2023-06
7883,TXN_6236737,Juice,5.0,3.0,15.0,Cash,In-store,2023-03-19,2023-03
7884,TXN_9691364,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-03-02,2023-03
7890,TXN_5132482,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-12-21,2023-12
7892,TXN_9969836,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-04-06,2023-04
7893,TXN_7938279,Tea,3.0,1.5,4.5,Cash,Takeaway,2023-03-17,2023-03
7896,TXN_6398450,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-11-19,2023-11
7899,TXN_8384428,Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-08-11,2023-08
7900,TXN_6541329,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-09-28,2023-09
7901,TXN_7667139,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-12-05,2023-12
7910,TXN_1396019,Coffee,4.0,2.0,8.0,Cash,In-store,2023-12-03,2023-12
7912,TXN_4811225,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-11-01,2023-11
7914,TXN_4564220,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-05-09,2023-05
7915,TXN_5414186,Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-04-24,2023-04
7916,TXN_1740742,Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-10-06,2023-10
7922,TXN_1236759,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-01-26,2023-01
7930,TXN_4755860,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-10-28,2023-10
7933,TXN_1755817,Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-07-17,2023-07
7937,TXN_6714749,Sandwich,1.0,4.0,4.0,Credit Card,Takeaway,2023-08-02,2023-08
7941,TXN_6013024,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-09-06,2023-09
7942,TXN_8065852,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-07-17,2023-07
7944,TXN_3695238,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-04-20,2023-04
7955,TXN_1349640,Juice,2.0,3.0,6.0,Credit Card,In-store,2023-06-17,2023-06
7958,TXN_9660030,Cake,5.0,3.0,15.0,Credit Card,In-store,2023-11-24,2023-11
7959,TXN_9649503,Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-01-02,2023-01
7960,TXN_6618160,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-03-13,2023-03
7965,TXN_4590013,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-04-19,2023-04
7968,TXN_2457961,Coffee,2.0,2.0,4.0,Credit Card,In-store,2023-06-08,2023-06
7975,TXN_2208949,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-08-05,2023-08
7977,TXN_6806968,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-07-03,2023-07
7984,TXN_4252608,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-08-23,2023-08
7989,TXN_1917336,Sandwich,3.0,4.0,12.0,Cash,In-store,2023-04-12,2023-04
8000,TXN_6476719,Juice,5.0,3.0,15.0,Cash,Takeaway,2023-06-04,2023-06
8005,TXN_7153455,Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-07-02,2023-07
8009,TXN_7383137,Coffee,2.0,2.0,4.0,Credit Card,In-store,2023-12-02,2023-12
8013,TXN_2441029,Cake,5.0,3.0,15.0,Cash,In-store,2023-05-18,2023-05
8015,TXN_4801947,Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-01-01,2023-01
8020,TXN_2547156,Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-08-18,2023-08
8022,TXN_8621278,Salad,2.0,5.0,10.0,Cash,Takeaway,2023-02-01,2023-02
8023,TXN_2616353,Smoothie,3.0,4.0,12.0,Cash,Takeaway,2023-06-24,2023-06
8025,TXN_3608237,Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-11-26,2023-11
8026,TXN_2423167,Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-06-29,2023-06
8035,TXN_3910293,Cake,4.0,3.0,12.0,Cash,In-store,2023-01-30,2023-01
8037,TXN_4568379,Cookie,3.0,1.0,3.0,Digital Wallet,In-store,2023-05-28,2023-05
8048,TXN_3880494,Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-12-17,2023-12
8050,TXN_9320353,Salad,5.0,5.0,25.0,Cash,In-store,2023-01-10,2023-01
8051,TXN_8837015,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-06-11,2023-06
8054,TXN_2667131,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-10-10,2023-10
8055,TXN_5536056,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-12-22,2023-12
8065,TXN_9020641,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-06-27,2023-06
8073,TXN_9705971,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-09-02,2023-09
8074,TXN_4809626,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-02-18,2023-02
8075,TXN_5171248,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-06-14,2023-06
8083,TXN_8552898,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-11-06,2023-11
8085,TXN_4787754,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-08-31,2023-08
8090,TXN_6021363,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-01-11,2023-01
8094,TXN_2477650,Cookie,1.0,1.0,1.0,Cash,Takeaway,2023-10-24,2023-10
8095,TXN_4987376,Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-08-20,2023-08
8099,TXN_7362526,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-09-16,2023-09
8102,TXN_6324687,Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-03-03,2023-03
8106,TXN_4757873,Tea,1.0,1.5,1.5,Credit Card,In-store,2023-09-12,2023-09
8107,TXN_6283718,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-07-20,2023-07
8110,TXN_3048882,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-12-30,2023-12
8114,TXN_5922981,Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-11-10,2023-11
8115,TXN_4108567,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-08-14,2023-08
8119,TXN_9246986,Tea,4.0,1.5,6.0,Cash,Takeaway,2023-09-08,2023-09
8124,TXN_5832513,Juice,4.0,3.0,12.0,Cash,In-store,2023-11-02,2023-11
8125,TXN_6053755,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-01-18,2023-01
8135,TXN_6361593,Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-08-29,2023-08
8140,TXN_2729959,Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,2023-02-01,2023-02
8142,TXN_2134763,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-03-28,2023-03
8143,TXN_1633607,Juice,1.0,3.0,3.0,Cash,Takeaway,2023-03-13,2023-03
8148,TXN_5845583,Tea,4.0,1.5,6.0,Cash,In-store,2023-10-19,2023-10
8149,TXN_6692318,Tea,2.0,1.5,3.0,Cash,In-store,2023-08-20,2023-08
8150,TXN_9571019,Coffee,2.0,2.0,4.0,Cash,In-store,2023-06-22,2023-06
8151,TXN_6451595,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-03-26,2023-03
8152,TXN_4797429,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-11-07,2023-11
8154,TXN_6925284,Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-01-21,2023-01
8155,TXN_2925996,Cake,3.0,3.0,9.0,Cash,Takeaway,2023-04-11,2023-04
8158,TXN_5750248,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-07-20,2023-07
8162,TXN_7416196,Smoothie,2.0,4.0,8.0,Cash,In-store,2023-10-20,2023-10
8173,TXN_6438980,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-11-10,2023-11
8176,TXN_2424839,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-09-28,2023-09
8178,TXN_1982031,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-02-03,2023-02
8179,TXN_3060286,Tea,2.0,1.5,3.0,Cash,Takeaway,2023-08-10,2023-08
8183,TXN_2764625,Tea,1.0,1.5,1.5,Cash,In-store,2023-12-03,2023-12
8184,TXN_6086123,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-11-17,2023-11
8187,TXN_4389662,Smoothie,1.0,4.0,4.0,Cash,Takeaway,2023-08-09,2023-08
8189,TXN_9389300,Salad,3.0,5.0,15.0,Credit Card,Takeaway,2023-01-14,2023-01
8191,TXN_2147448,Coffee,4.0,2.0,8.0,Credit Card,In-store,2023-11-27,2023-11
8194,TXN_9857832,Tea,3.0,1.5,4.5,Cash,In-store,2023-03-31,2023-03
8202,TXN_1292430,Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-03-09,2023-03
8204,TXN_2470530,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-03-21,2023-03
8207,TXN_1434598,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-11-18,2023-11
8216,TXN_4375708,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-08-01,2023-08
8217,TXN_9775984,Juice,2.0,3.0,6.0,Credit Card,In-store,2023-10-09,2023-10
8220,TXN_1625754,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-08-03,2023-08
8221,TXN_9567915,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-06-30,2023-06
8222,TXN_4062634,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-04-05,2023-04
8223,TXN_6624397,Juice,4.0,3.0,12.0,Cash,Takeaway,2023-04-30,2023-04
8226,TXN_2404800,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-01-28,2023-01
8227,TXN_4501915,Juice,4.0,3.0,12.0,Credit Card,Takeaway,2023-12-04,2023-12
8232,TXN_4247105,Coffee,5.0,2.0,10.0,Cash,In-store,2023-04-14,2023-04
8233,TXN_8732935,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-08-06,2023-08
8235,TXN_3270584,Cake,3.0,3.0,9.0,Credit Card,Takeaway,2023-01-10,2023-01
8237,TXN_7412012,Coffee,1.0,2.0,2.0,Cash,In-store,2023-08-02,2023-08
8238,TXN_1927324,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-08-29,2023-08
8244,TXN_7371782,Tea,3.0,1.5,4.5,Cash,In-store,2023-02-26,2023-02
8245,TXN_7631505,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-07-08,2023-07
8247,TXN_2593909,Juice,2.0,3.0,6.0,Cash,In-store,2023-02-25,2023-02
8251,TXN_3745153,Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,2023-06-30,2023-06
8253,TXN_8153957,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-10-12,2023-10
8255,TXN_6874195,Juice,3.0,3.0,9.0,Cash,Takeaway,2023-04-22,2023-04
8257,TXN_5172383,Juice,3.0,3.0,9.0,Cash,In-store,2023-03-28,2023-03
8258,TXN_9288999,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-05-01,2023-05
8264,TXN_2244418,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-10-15,2023-10
8268,TXN_3888864,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-10-13,2023-10
8271,TXN_4356114,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-05-05,2023-05
8272,TXN_2097023,Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,2023-11-10,2023-11
8275,TXN_3529354,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-09-06,2023-09
8282,TXN_7251037,Salad,3.0,5.0,15.0,Credit Card,In-store,2023-08-17,2023-08
8283,TXN_9891576,Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-04-28,2023-04
8285,TXN_9830755,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-06-24,2023-06
8288,TXN_8809659,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-01-16,2023-01
8290,TXN_7554731,Cake,1.0,3.0,3.0,Credit Card,In-store,2023-02-02,2023-02
8292,TXN_8652021,Cake,1.0,3.0,3.0,Credit Card,In-store,2023-09-23,2023-09
8296,TXN_7797507,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-06-06,2023-06
8303,TXN_5209346,Smoothie,3.0,4.0,12.0,Credit Card,In-store,2023-02-22,2023-02
8306,TXN_6571385,Tea,4.0,1.5,6.0,Cash,Takeaway,2023-01-06,2023-01
8307,TXN_6430534,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-01-29,2023-01
8311,TXN_9693344,Tea,4.0,1.5,6.0,Credit Card,Takeaway,2023-01-15,2023-01
8312,TXN_9801552,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-04-20,2023-04
8314,TXN_8082317,Juice,3.0,3.0,9.0,Cash,Takeaway,2023-08-18,2023-08
8315,TXN_1569729,Smoothie,5.0,4.0,20.0,Cash,Takeaway,2023-07-16,2023-07
8318,TXN_8991609,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-06-19,2023-06
8319,TXN_5000665,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-11-28,2023-11
8324,TXN_7153321,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-12-19,2023-12
8326,TXN_7328705,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-09-09,2023-09
8328,TXN_8970187,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-03-13,2023-03
8332,TXN_6904952,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-04-04,2023-04
8335,TXN_9824238,Tea,5.0,1.5,7.5,Cash,In-store,2023-07-14,2023-07
8342,TXN_4440412,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-04-15,2023-04
8352,TXN_6068074,Smoothie,2.0,4.0,8.0,Cash,In-store,2023-06-01,2023-06
8356,TXN_1701798,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-07-24,2023-07
8358,TXN_4807899,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-07-03,2023-07
8361,TXN_2102950,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-12-07,2023-12
8369,TXN_2210019,Sandwich,3.0,4.0,12.0,Cash,In-store,2023-12-05,2023-12
8375,TXN_4059695,Salad,3.0,5.0,15.0,Cash,Takeaway,2023-12-30,2023-12
8384,TXN_3877643,Juice,4.0,3.0,12.0,Cash,In-store,2023-11-15,2023-11
8386,TXN_3755657,Smoothie,2.0,4.0,8.0,Digital Wallet,In-store,2023-03-24,2023-03
8396,TXN_5279293,Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-11-11,2023-11
8397,TXN_3488082,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-04-12,2023-04
8398,TXN_3342106,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-01-14,2023-01
8400,TXN_1967032,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-01-12,2023-01
8406,TXN_3543930,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-10-10,2023-10
8410,TXN_5747509,Cookie,2.0,1.0,2.0,Cash,In-store,2023-10-30,2023-10
8412,TXN_9012517,Coffee,2.0,2.0,4.0,Credit Card,In-store,2023-10-21,2023-10
8414,TXN_5303092,Tea,2.0,1.5,3.0,Credit Card,In-store,2023-05-05,2023-05
8416,TXN_3865641,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-09-15,2023-09
8419,TXN_6568307,Coffee,1.0,2.0,2.0,Cash,In-store,2023-07-16,2023-07
8420,TXN_8281347,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-08-11,2023-08
8421,TXN_8353202,Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-06-14,2023-06
8422,TXN_7377398,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-02-26,2023-02
8423,TXN_6915068,Juice,2.0,3.0,6.0,Cash,In-store,2023-11-26,2023-11
8425,TXN_1983422,Cookie,2.0,1.0,2.0,Digital Wallet,In-store,2023-06-26,2023-06
8427,TXN_5572520,Smoothie,5.0,4.0,20.0,Cash,Takeaway,2023-05-14,2023-05
8440,TXN_1970180,Cake,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-08-02,2023-08
8441,TXN_5415223,Tea,2.0,1.5,3.0,Cash,In-store,2023-09-02,2023-09
8442,TXN_4777601,Tea,1.0,1.5,1.5,Credit Card,In-store,2023-08-18,2023-08
8445,TXN_7497122,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-03-23,2023-03
8451,TXN_1256513,Coffee,4.0,2.0,8.0,Credit Card,In-store,2023-02-21,2023-02
8453,TXN_9432758,Cookie,3.0,1.0,3.0,Cash,Takeaway,2023-10-02,2023-10
8455,TXN_7174856,Sandwich,1.0,4.0,4.0,Cash,Takeaway,2023-05-03,2023-05
8461,TXN_7325508,Salad,4.0,5.0,20.0,Credit Card,Takeaway,2023-05-27,2023-05
8467,TXN_8469087,Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-11-06,2023-11
8471,TXN_8783484,Smoothie,1.0,4.0,4.0,Cash,In-store,2023-11-20,2023-11
8472,TXN_9599703,Cake,2.0,3.0,6.0,Digital Wallet,In-store,2023-09-25,2023-09
8476,TXN_5445994,Juice,1.0,3.0,3.0,Credit Card,In-store,2023-06-11,2023-06
8483,TXN_5468153,Smoothie,5.0,4.0,20.0,Digital Wallet,In-store,2023-12-15,2023-12
8484,TXN_9363711,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-11-23,2023-11
8485,TXN_6845073,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-04-05,2023-04
8487,TXN_1691313,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-03-17,2023-03
8492,TXN_5425668,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-04-09,2023-04
8496,TXN_2101934,Smoothie,4.0,4.0,16.0,Cash,In-store,2023-11-27,2023-11
8499,TXN_9205425,Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-09-16,2023-09
8500,TXN_9306482,Smoothie,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-01-16,2023-01
8505,TXN_4734366,Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-08-20,2023-08
8514,TXN_4130343,Coffee,4.0,2.0,8.0,Credit Card,In-store,2023-12-08,2023-12
8520,TXN_6090715,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-11-14,2023-11
8525,TXN_7155957,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-02-22,2023-02
8526,TXN_4350828,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-02-16,2023-02
8530,TXN_4970127,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-12-09,2023-12
8531,TXN_9567719,Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-01-24,2023-01
8535,TXN_1084010,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-08-11,2023-08
8538,TXN_4742049,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-09-10,2023-09
8549,TXN_6769554,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-02-06,2023-02
8552,TXN_2614633,Coffee,4.0,2.0,8.0,Digital Wallet,In-store,2023-04-23,2023-04
8556,TXN_3399636,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-08-07,2023-08
8557,TXN_8587529,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-07-09,2023-07
8559,TXN_6945985,Tea,3.0,1.5,4.5,Digital Wallet,In-store,2023-02-13,2023-02
8560,TXN_4117627,Cake,3.0,3.0,9.0,Credit Card,In-store,2023-06-22,2023-06
8565,TXN_9061106,Cake,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-11-04,2023-11
8571,TXN_2381411,Coffee,5.0,2.0,10.0,Cash,In-store,2023-07-30,2023-07
8577,TXN_9178545,Juice,4.0,3.0,12.0,Cash,In-store,2023-01-24,2023-01
8578,TXN_8535886,Tea,5.0,1.5,7.5,Credit Card,In-store,2023-05-13,2023-05
8582,TXN_6926855,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-01-12,2023-01
8583,TXN_9869593,Cake,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-10-03,2023-10
8586,TXN_5332773,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-05-04,2023-05
8588,TXN_7508715,Smoothie,2.0,4.0,8.0,Cash,In-store,2023-12-11,2023-12
8589,TXN_9728789,Cookie,3.0,1.0,3.0,Cash,In-store,2023-03-29,2023-03
8590,TXN_8061866,Salad,4.0,5.0,20.0,Cash,Takeaway,2023-12-13,2023-12
8594,TXN_8627017,Tea,4.0,1.5,6.0,Cash,In-store,2023-01-28,2023-01
8599,TXN_4096757,Salad,5.0,5.0,25.0,Credit Card,In-store,2023-07-20,2023-07
8602,TXN_2890321,Tea,3.0,1.5,4.5,Cash,In-store,2023-06-13,2023-06
8607,TXN_2515796,Tea,3.0,1.5,4.5,Credit Card,Takeaway,2023-02-06,2023-02
8608,TXN_2369294,Sandwich,2.0,4.0,8.0,Cash,Takeaway,2023-09-07,2023-09
8609,TXN_9444736,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-04-23,2023-04
8612,TXN_1993675,Cookie,3.0,1.0,3.0,Cash,Takeaway,2023-01-09,2023-01
8613,TXN_7754136,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-07-12,2023-07
8614,TXN_4873173,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-10-08,2023-10
8615,TXN_7221126,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-10-11,2023-10
8618,TXN_5079166,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-04-15,2023-04
8623,TXN_6419344,Juice,1.0,3.0,3.0,Cash,In-store,2023-05-26,2023-05
8624,TXN_3669068,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-01-17,2023-01
8631,TXN_9737509,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-11-27,2023-11
8632,TXN_8749404,Coffee,4.0,2.0,8.0,Digital Wallet,In-store,2023-12-16,2023-12
8635,TXN_6411385,Salad,4.0,5.0,20.0,Cash,Takeaway,2023-06-06,2023-06
8637,TXN_4768744,Tea,5.0,1.5,7.5,Cash,In-store,2023-05-14,2023-05
8638,TXN_5260646,Tea,4.0,1.5,6.0,Cash,Takeaway,2023-11-18,2023-11
8639,TXN_2393219,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-12-27,2023-12
8640,TXN_4544172,Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-05-20,2023-05
8645,TXN_8661276,Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-01-07,2023-01
8646,TXN_5974796,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-11-09,2023-11
8648,TXN_5452978,Salad,2.0,5.0,10.0,Cash,In-store,2023-04-10,2023-04
8657,TXN_4887189,Smoothie,3.0,4.0,12.0,Cash,Takeaway,2023-07-19,2023-07
8658,TXN_7687146,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-12-02,2023-12
8659,TXN_9728414,Tea,1.0,1.5,1.5,Credit Card,Takeaway,2023-01-11,2023-01
8661,TXN_7589318,Cake,4.0,3.0,12.0,Cash,In-store,2023-09-21,2023-09
8666,TXN_8732269,Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-01-11,2023-01
8668,TXN_3758250,Salad,3.0,5.0,15.0,Cash,In-store,2023-09-08,2023-09
8674,TXN_8196921,Coffee,4.0,2.0,8.0,Credit Card,Takeaway,2023-05-19,2023-05
8680,TXN_3779320,Tea,4.0,1.5,6.0,Credit Card,In-store,2023-03-27,2023-03
8682,TXN_9789876,Salad,4.0,5.0,20.0,Cash,Takeaway,2023-09-05,2023-09
8687,TXN_5992166,Juice,5.0,3.0,15.0,Cash,Takeaway,2023-10-01,2023-10
8688,TXN_6895165,Coffee,3.0,2.0,6.0,Credit Card,Takeaway,2023-02-18,2023-02
8692,TXN_6241505,Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-11-20,2023-11
8695,TXN_4682737,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-02-03,2023-02
8697,TXN_9061471,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-07-13,2023-07
8699,TXN_8410979,Smoothie,3.0,4.0,12.0,Digital Wallet,In-store,2023-05-02,2023-05
8701,TXN_8014289,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-12-04,2023-12
8704,TXN_2648236,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-09-10,2023-09
8708,TXN_5863650,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-08-09,2023-08
8710,TXN_1292476,Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-09-07,2023-09
8716,TXN_5808749,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-01-25,2023-01
8721,TXN_2168513,Cake,1.0,3.0,3.0,Digital Wallet,In-store,2023-02-09,2023-02
8723,TXN_7248722,Cake,3.0,3.0,9.0,Cash,Takeaway,2023-04-06,2023-04
8725,TXN_1850339,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-01-17,2023-01
8727,TXN_4551353,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-08-17,2023-08
8735,TXN_6744096,Coffee,1.0,2.0,2.0,Digital Wallet,In-store,2023-11-15,2023-11
8738,TXN_5188843,Smoothie,2.0,4.0,8.0,Cash,In-store,2023-02-06,2023-02
8739,TXN_4821343,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-09-16,2023-09
8743,TXN_8404563,Tea,1.0,1.5,1.5,Cash,In-store,2023-01-22,2023-01
8744,TXN_8942133,Salad,3.0,5.0,15.0,Cash,Takeaway,2023-10-04,2023-10
8751,TXN_8359693,Sandwich,2.0,4.0,8.0,Digital Wallet,In-store,2023-10-23,2023-10
8755,TXN_6963106,Sandwich,1.0,4.0,4.0,Cash,In-store,2023-06-01,2023-06
8759,TXN_1899827,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-06-24,2023-06
8763,TXN_9157625,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-02-10,2023-02
8767,TXN_5433077,Cake,4.0,3.0,12.0,Cash,In-store,2023-11-29,2023-11
8775,TXN_7954416,Coffee,1.0,2.0,2.0,Digital Wallet,In-store,2023-06-04,2023-06
